000001.wav|Рашааны орой сэрүүн салхи үлээж, саруул шөнө тэнгэрт асар олон од
000441.wav|шувуудын жиргээ моддын дээгүүр сонсогдож, салхины аясаар өвс нам гүмхэн найгаж байв.
000442.wav|Халуун зуны өдөр шүүдэрт норсон өвсөөр бөмбөг хийж тоглож байгаа
000443.wav|уулсын хормойгоор цуурайтаж байлаа.
000444.wav|Шөнийн хүйтэн салхи уулсын хажуугаар үлээж,
000445.wav|цонхны хажуугийн моддын мөчир салхинд савлаж,
000446.wav|өндөр уулсын хормойгоор хөвөх үүлс сарны гэрэлд туяарч
000447.wav|Салхины аясаар моддын мөчир
000448.wav|шөнийн тэнгэрт үүлс хөвж
000449.wav|уулсын оройгоор сарны гэрэл тусахад
000450.wav|моддын мөчир дээр суусан жижигхээн шувуудын дуу
000451.wav|халуун зуны өдөр уулын хажууд сууж
000452.wav|шүүслэг жимс амтлан, салхины аясаар шүүдэрт норсон өвсний үнэрийг мэдрэх нь
000453.wav|жижигхээн модон байшингийн цонхоор шөнийн сарны гэрэл тусахад
000454.wav|хүний сэтгэлд гүн үлдсэн шөнийн
000455.wav|уулсын дундах хүйтэн салхи сарны гэрэлд гялтганасан шүүдэртэй өвсийг хараад
000456.wav|Өвлийн шөнийн хүйтэн жаварт салхины аясаар моддын мөчир намуухан савлаж,
000457.wav|уулын оройгоор сарны гэрэл туяарч байв.
000458.wav|Шөнийн нам гүмд уулын хажуугийн жижигхээн гэрт салхи сийгэж,
000459.wav|Цонхны гаднаас шөнийн шувуудын дуу
000460.wav|Шүүслэг жимс амтлангаа шөнийн салхины чимээнд уулсын бэлээр шөнийн сарны гэрэлд туяарсан үүлсийг ажиглах нь
000461.wav|Хүйтэн өглөө уулын хажуугийн жижигхээн байшингаас гарахад салхины аясаар шүүдэртэй
000462.wav|халуун өдөр уулын хормойгоор шүүслэг жимс модноос унахыг хараад
000463.wav|Салхины аясаар шүүдэрт норсон өвсний үнэрт автлаа.
000464.wav|Өндөр уулсын хормойгоор шөнийн сарны гэрэлд туяарч
000465.wav|үүлс, салхины аясаар намуухаан хөвөх нь
000466.wav|жижигхээн хүүхдүүд шөнийн салхинд хөгжилдөж
000467.wav|уулын бэл дэхь моддын мөчир дээр шувуудын жиргээ тод сонсогдож байв.
000468.wav|Шөнийн хүйтэн агаарт сарны гэрэлд гялтганасан шүүдэртэй
000469.wav|уулсын оройгоор хөвөх үүлсийг ажиглан
000470.wav|Шөнийн тэнгэрт анивчих оддын дунд сарны гэрэл уулсын орой дээр тусч байхад
000471.wav|Энэ гайхамшигтай дүр зургийг хаанаас олж, дахин харж
000472.wav|Халуун зуны өдөр уулсын хормойгоор шүүдэртэй өвсөн дундуур алхахдаа амьдралынхаа хамгийн чухал шийдвэрийг
000473.wav|Жимсний модны доор шувуудын жиргээг сонсон шүлэг бичихдээ яагаад бидний сэтгэл
000474.wav|ийм их амар амгалан төрдөг юм бол?
000475.wav|Хүн бүр өөрийн амьдралын утга учрыг хайж байхад уулын бэлд
000476.wav|Энгийн тайван амьдралыг яагаад бид
000477.wav|Сарны гэрэлд уулсын орой дээгүүр үүлс хөвж байхыг харахад
000478.wav|сэтгэлд тайван амгалан байдал төрөх нь бидний төрөлхийн
000479.wav|зөн совинтой холбоотой байж болох уу?
000480.wav|Шөнийн хүйтэн агаарт шүүдэрт норсон өвсний үнэрийг амтлан суухдаа
000481.wav|бидний бодол яагаад үргэлж ирээдүйг төсөөлж эхэлдэг юм бол?
000482.wav|Уулсын хормойгоор шөнийн шувууд нисч байхад бидний амьдралын замнал
000483.wav|ямар утга учиртай вэ гэж
000484.wav|Уулсын хормойгоор шөнийн шувууд нисч байхад бидний амьдралын замнал
000485.wav|өөрт байгаа зүйлсээ бүрэн мэдрэхэд уулсын бэлээр
000486.wav|салхины аясаар савлаж буй моддын мөчир
000487.wav|Хүүхэд байхдаа шөнийн оддын доор мөрөөдөж суусан тэр мөчид
000488.wav|Хүүхэд байхдаа шөнийн оддын доор мөрөөдөж суусан тэр мөчүүд
000489.wav|яагаад бидний одоогийн амьдралыг
000490.wav|Хүйтэн жаварт уулын оройгоор сарны гэрэл туяарах үед хүн яагаад бодлоо цэгцэл
000491.wav|Жижигхээн модон байшинд шөнийн салхины чимээг сонсохдоо
000492.wav|Өвлийн хүйтэн шөнө уулын хажуугаар үлээх салхи бидэнд ямар үл үзэгдэх түүхийг
000493.wav|Халуун зуны өдөр жимсний модны доор суугаад өөртөө тулгарсан хамгийн том сорилтыг
000494.wav|Халуун өдөр жимсний модны доор суугаад өөртөө тулгарсан хамгийн том сорилтыг яагаад дахин эргэцүүлэн
000495.wav|Уулсын бэлд шөнийн сарны гэрэлд туяаран байгаа үүлс бидэнд өнгөрсөн амьдралынхаа ямар нэгэн нууцлаг
000496.wav|шүүслэг жимс идэж байхдаа бидний хамгийн аз жаргалтай мөчүүд
000497.wav|Яагаад үргэлж энгийн зүйлээс эхэлдэг вэ гэж та
000498.wav|Өндөр уулсын хормойгоор хөвж буй үүлс бидний амьдралд юу
000499.wav|авчрах ёстой гэж боддог вэ?
000500.wav|Өөрийн амьдралыг зүг чигтэй болгож, уулсын оройгоор хөвж  үүлс шиг
000501.wav|Жижигхээн шувуудын дууг сонсоход яагаад бидний сэтгэл
000502.wav|Өндөр уулсын хормойгоор шөнийн сарны гэрэл туяарч байхад
000503.wav|Өндөр уулсын хормойгоор шөнийн сарны гэрэл туяарч байхад
000504.wav|хүн яагаад амьдралын утга учрыг
000505.wav|Өнгөрсөн шөнө шувуудын суваг
000506.wav|Өнгөрсөн шөнө шувуудын дууг сонсож байхдаа ямар бодол таныг хамгийн ихээр
000507.wav|Шөнийн тэнгэрт анивчих оддын доор мөрөөдөхдөө бидний ирээдүй ямар байдлаар өөрчлөгдөж болохыг
000508.wav|Хүйтэн өглөө уулын хажуугийн жижигхээн байшингаас гарахдаа
000509.wav|Ямар утгатай болохыг та бодож байсан уу?
000510.wav|Халуун зуны өдөр шүүдэртэй өвсөн дээр хэвтэхдээ яагаад бидний бодол
000511.wav|Өндөр уулсын хормойгоор шөнийн сарны гэрэлд хөвж буй үүлс
000512.wav|Өвлийн шөнө уулын хажуугийн жижигхээн гэрт
000513.wav|салхины аясаар намуухан савлаж буй моддын
000514.wav|Халуун өдөр цонхны хажууд сууж шүүслэг жимс идэхдээ та амьдралдаа хамгийн чухал шийдвэрийг
000515.wav|Шөнийн хүйтэн агаарт сарны гэрэлд гялтганаж буй шүүдэртэй өвсний дундаас бид
000516.wav|утга учрыг хайх ёстой вэ?
000517.wav|Жижигхээн хашааны цаана уулын бэлд
000518.wav|Шөнө дөлөөр уулсын дунд аялаж явахдаа
000519.wav|та амьдралдаа хамгийн их утга учиртай мөчөө эргэн санаж үзсэн үү?
000520.wav|Шүүслэг жимс идэж байхдаа уулсын оройгоор
000521.wav|Шөнийн сарны гэрэлд туяарч байхыг харах үед
000522.wav|Өнгөрсөн шөнийн хүйтэн агаарт шөнийн сар уулсын орой дээр гэрэлтэж байхад
000523.wav|Жижигхээн модон байшингаас шөнийн тэнгэрт анивчих оддыг
000524.wav|амьдралынхаа хамгийн хэцүү үеийг
000525.wav|яаж давж байсан тухайгаа бодож байсан уу?
000526.wav|Өвлийн шөнө уулын хормойгоор хөвж буй үүлс бидэнд ямар шинэ боломжуудыг авчирч болохыг
000527.wav|Өнгөрсөн амьдралдаа уулсын дундах байгальтай холбоотой ямар гайхалтай дурсамж
000528.wav|Өвлийн хүйтэн салхинд уулын хажуугаар алхаж байгаа хүн яагаад амьдралынхаа хамгийн үнэтэй мөчүүдийг
000529.wav|Шөнийн тэнгэрт анивчих оддыг харах үед бидний дотоод сэтгэлд
000530.wav|Хүйтэн өглөө уулын бэлд шөнийн шувуудын дууг сонсохдоо
000531.wav|моддын сүүдэрт суугаад амьдралынхаа хамгийн хэцүү асуултад хариулт олохыг хичээж байсан уу?
000532.wav|Халуун зуны өдөр шүүдэртэй өвсөн дээр хэвтэж байхдаа уулсын дээгүүр хөвөх үүлсийг хараад
000533.wav|ирээдүйнхээ тухай бодсон уу?
000534.wav|Шөнийн хүйтэн агаарт уулсын дундах жижигхээн гэрт амьдарч байхдаа
000535.wav|Халуун өдөр жимсний модны доор сууж байхдаа та амьдралдаа хамгийн ихээр талархах зүйл
000536.wav|Шөнийн тэнгэрт анивчих оддын дунд уулсын бэлд амарч байхдаа та ирээдүйнхээ талаар ямар шийдвэр гаргахыг
000537.wav|Өнгөрсөн өвлийн хүйтэн шөнө уулын хажуугийн жижигхээн байшинд
000538.wav|салхины аясаар хөдлөх мөчир таныг
000539.wav|Жижигхээн шувууд уулсын хормойгоор нисч байхыг хараад бидний зүрхэнд
000540.wav|Халуун зуны орой уулсын бэлд шөнийн сарны гэрэлд жимсний модны доор суухдаа
000541.wav|өөрийн амьдралдаа хамгийн их хүсч буй зүйлээ бодож байв уу?
000542.wav|Өвлийн хүйтэн жаварт уулсын хормойгоор хөвөх үүлс
000543.wav|бидэнд амьдралын ямар шинэ боломжуудыг авчирч болох вэ?
000544.wav|Шөнийн тэнгэрт анивчих оддын дунд уулсын орой дээр шөнийн сарны гэрэл тусах үед
000545.wav|Халуун өдөр уулын хажуугийн моддын дэргэд сууж байхдаа
000546.wav|амьдралдаа хамгийн ихээр дурсан санаж буй
000547.wav|Халуун өдөр уулын хажуугийн моддын дэргэд сууж байхдаа амьдралдаа хамгийн ихээр дурсан
000548.wav|санаж буй мөчөө эргэцүүлж үзсэн үү?
000549.wav|өнгөрсөн шөнө шувуудын дууг сонсон уулсын хормойгоор сарны гэрэл туяарсан үүлсийг ажиглаж байхдаа
000550.wav|Халуун зуны орой шөнийн сарны гэрэл уулсын орой дээгүүр тусахыг харахдаа та амьдралдаа ямар чухал шийдвэр
000551.wav|Өнөө өглөө ажилдаа явах замдаа автобус хүлээж байхдаа нэг танилтайгаа тааралдаад
000552.wav|удаан хугацаанд уулзаагүй болохоор
000553.wav|Өнөө өглөө ажилдаа явахдаа
000554.wav|Өнөө өглөө ажилдаа явах замдаа автобус хүлээж байхдаа нэг танилтайгаа тааралдаад
000555.wav|удаан хугацаанд уулзаагүй болохоор түүний амьдралын сонин сайхныг сонсож
000556.wav|хөгжилтэй яриа өрнүүлсэн миний өдрийг эхлүүлэхэд
000557.wav|Өчигдөр орой ажлаа дуусгаж гэртээ ирэхэд галт тогоонд хоол хийх үнэр дүүрэн байж
000558.wav|Би ширээ засахдаа багаасаа суралцсан эхийнхээ зааж өгсөн бүхнийг санан бодон суух
000559.wav|Өнөө өглөө цайгаа ууж амжсангүй ээ.
000560.wav|Яагаад гэвэл сэрүүлгээ буруу цагт тохируулсан байсан болохоор бүгдийг яаран хийж гарах шаардлага гарсан.
000561.wav|Гэхдээ өдрийн хоолондоо заавал сайхан зүйл идэхийг
000562.wav|Би өчигдөр орой ажлын хамт олонтойгоо шинэ төслийнхөө талаар хурал хийж
000563.wav|түүний дараа их хотын гэрэл гэгээтэй гудамжаар алхаж байхдаа
000564.wav|боломжуудын талаар удаан эргэцүүлж бодлоо.
000565.wav|Хүмүүс ажлын ачааллаас болж стрессддэг
000566.wav|ч би өнөөдөр өөртөө цаг гаргаж,
000567.wav|шинэ санаагаа цэгцлэх хэрэгтэй гэж бодож байна.
000568.wav|Өчигдөр орой гэртээ зурагт үзэж суухдаа
000569.wav|би санамсаргүйгээр хуучны нэг дурсамжийг санаж,
000570.wav|тэр үеийнхээ жижиг зүйлс хүртэл одоог хэр нь миний сэтгэлийг дулаацуулдаг.
000571.wav|Би өнөөдөр өглөө кофе уунгаа шинэ ном уншиж эхэлсэн бөгөөд
000572.wav|түүний эхний хэдэн бүлэгт гарах үйл явдлууд миний сонирхлыг бүрэн татаж
000573.wav|Энэ өдрийн турш түүний талаар бодох байх гэж бодож байна.
000574.wav|Чи өчигдөр ямар сонинтой байв?
000575.wav|Би харин шинэ дэлгүүр нээгдсэн тухай сонсоод орж үзэхэд үнэхээр сонирхолтой
000576.wav|Энэ долоо хоногт маш их ажлаар дарагдсан ч би өөртөө амралт гаргаж, найзуудтайгаа уулзаж, хөгжилтэй цагийг өнгөөрөхийг
000577.wav|Өнөөдөр би хоолны жор туршиж үзэхээр шийдсэн бөгөөд галт тогоонд удаан зогсоод
000578.wav|шинэ амт гаргах гэж хичээж байгаадаа үнэхээр баяртай байсан шүү.
000579.wav|Би өчигдөр найзтайгаа утсаар удаан ярьж,
000580.wav|түүний амьдралын сүүлийн хэдэн сарын түүхийг сонсоод
000581.wav|Бидний найрамдал хичнээн бат бөх гэдгийг
000582.wav|Өнөөдөр гадаа гарч салхинд алхаж байгаад
000583.wav|Хаврын үнэртэй наранд гялалзсан өдрүүдийг
000584.wav|Би өчигдөр орой унтахынхаа өмнө дэлхийн сонин хачин үзэгдлүүдийн талаар нийтлэн
000585.wav|тэдгээрийг бодонгоо нойрссон нь үнэхээр сонирхолтой байсан.
000586.wav|Амралтын өдөр намайг сэрүүн өглөө угтахад
000587.wav|өөрийн ирээдүйн зорилгоо цэгцэлж
000588.wav|Өнгөрсөн амралтын өдөр гэр бүлээрээ цуглан дурсамжтай үйл явдлуудаа хуваалцаж
000589.wav|цаг хугацааны туршид бидний холбоо хэрхэн бэхжсэн тухайгаа ярилцсан нь
000590.wav|Би өчигдөр ажлаа дуусгаад дэлгүүр орж шинэ гал тогооны хэрэгсэл авчихаад гэртээ
000591.wav|гэртээ хичнээн баяртай байсныг чи төсөөлөх үү?
000592.wav|Энэ өглөө би гарахдаа гудамжинд өвлийн сүүлчийн цас хайлж байгааг анзаараад
000593.wav|хавар ирж буй мэдрэмжийг хэн бүхэнд
000594.wav|Өнөөдөр би ажил дээрээ хамт олонтойгоо шинэ санаагаа хуваалцахдаа
000595.wav|өөртөө илүү их эрч хүч нэмсэн юм шиг санагдсан.
000596.wav|Би өчигдөр нэг хуучин дурсамжтай зураг харж тэр нэгэн аз жаргалтай мөчүүдийг эргэн санаж,
000597.wav|өнөөдрийн амьдралд хэрхэн нөлөөлсөн талаар бодлоо.
000598.wav|Өнөөдөр найз маань надтай уулзахаар ирээд,
000599.wav|бид хоёулаа өдрийн хоолоо зооглонгоо
000600.wav|Би өнөөдөр дэлгүүрийн цонхны ард шинэ улирлын хувцаснуудыг хараад дараагийн амралтын өдөр тэндээс
000601.wav|Өнөө өглөө эрт босож кофе чанахдаа би ирэх долоо хоногт
000602.wav|хийх ажлуудаа толөвлөж аль болох
000603.wav|үр бүтээлтэй байхыг өөртөө амлав.
000604.wav|Би амралтын өдөр гэрийнхээ цонхоор гадаа харахад
000605.wav|Би амралтын өдөр гэрийнхээ цонхоор гадаа харахад
000606.wav|хүүхдүүд цасаар тоглож байгааг хараад
000607.wav|Өнөөдөр би ажилдаа очих замдаа байгальд гарч, салхинд алхаад амьдралынхаа талаар илүү гүн бодож үзэх хэрэгтэй гэж шийдсэн.
000608.wav|Энэ долоо хоногт миний хийх зүйлийн жагсаалт урт байсан ч би тэдгээрийг амжилттай дуусгахаар төлөвлөж
000609.wav|өөртөө итгэлтэйгээр ажлаа эхлүүлсэн.
000610.wav|Өнөөдөр би гэртээ цэвэрлэгээ хийхдээ хөгжим сонсож,
000611.wav|бага насны дуртай дуугаа дахин сонсоод өөртөө баяр хөөр авчирсан шүү.
000612.wav|Өчигдөр орой ажлын хамт олонтойгоо оройн хоолонд орж
000613.wav|ирэх сарын төсөл дээр хэрхэн хамтарч ажиллах талаар санал солилцохдоо
000614.wav|Өнөө өглөө найз маань над руу утасдаж
000615.wav|утасдаж шинэ ажилд орсоноо баяртайгаар хуваалцахад
000616.wav|түүний амжилтанд үнэхээр их баярласан.
000617.wav|Энэ амралтын өдөр би гэрийнхээ арын цэцэрлэгт
000618.wav|байгальтай хэр ойрхон байгаагаа мэдэрсэн.
000619.wav|Өнгөрсөн долоо хоногт би маш их ачаалалтай байсан ч
000620.wav|бүх ажлаа төлөвлөж, өөртөө эрч хүч өгсөн нь сайхан байлаа.
000621.wav|Би өчигдөр орой найзынхаа төрсөн өдөрт очиж
000622.wav|хуучин найзуудтайгаа уулзан хөгжилтэй мөчүүдийг дахин сэргээн ярилцсан
000623.wav|Өнөөдөр өглөө ажилдаа явах замдаа гудамжинд алхаж буй хүмүүстэй эелдэг мэндэлж,
000624.wav|тэдний инээмсэглэл надад эрч хүч өгсөн мэт
000625.wav|Өчигдөр дэлгүүр орж, шинэ хоолны жор туршиж үзэх
000626.wav|аваад орой нь гэр бүлдээ амттай
000627.wav|Би өнөөдөр ажлын өдрийн дундуур кофе шоп орж
000628.wav|дуртай ундаагаа авч суухдаа ирэх сардаа хийх ажлуудаа төлөвлөсөн.
000629.wav|Өнөөдөр би гэрийнхээ номын тавиурыг цэгцэлж, багадаа уншиж байсан дуртай
000630.wav|Энэ өглөө би гараад гудамжинд алхаж байхдаа хаврын эхний цэцэгс дэлгэрч байгааг анзаарч байгальд хэрхэн
000631.wav|бидэнд амар амгалан авчирдагийг мэдэрсэн
000632.wav|Би өчигдөр ажлаа дуусгаад найзуудтайгаа уулзаж, ирээдүйн төлөвлөгөөгөө ярилцахад бидний зорилгод 
000633.wav|хичнээн ойролцоо байгааг ойлголоо.
000634.wav|Өнөө өглөө би шинэ цай туршиж үзэхээр шийдээд цонхны дэргэд сууж, шөнийн борооны дараах гудамжийг ажиглахдаа
000635.wav|амралтын өдрөөр би гэртээ сууж дуртай киногоо дахин үзэж
000636.wav|бага насны дурсамжуудаа сэтгэлдээ сэргээсэн нь үнэхээр 
000637.wav|Би энэ долоо хоногт маш их ажилтай байсан өнөө өглөө эрт босоод
000638.wav|өөртөө халуун цай чанаж,
000639.wav|Өчигдөр ажлаа дуусгаад, гэртээ ирэх замдаа байгальд гарч алхахдаа
000640.wav|уулын цэвэр агаарт хэрхэн тайван байдлыг мэдэрч болохыг ойлгосон.
000641.wav|Би өнөөдөр гэртээ шинэ жор туршиж, эхний оролдлого бүтэлгүйтсэн ч
000642.wav|илүү амжилттай байхыг хичээх болно оо гэж өөртөө амалсан.
000643.wav|Өнөөдөр би өглөө босоод цонхоороо нарны туяаг мэдрэн
000644.wav|өглөөний гэрлийг ажиглаж байхдаа
000645.wav|энэ өдрийг бүтээлчээр өнгөрөөх ёстой гэж бодсон.
000646.wav|Амралтын өдөр найзуудтайгаа уулзаж бидний хамт өнгөрүүлсэн хөгжилтэй мөчүүдийг эргэн дурсахад
000647.wav|Би өчигдөр нэг сонирхолтой нийтлэл уншиж түүнийгээ найзууддаа
000648.wav|Өнөөдөр ажилдаа очоод ярилцахаар хүлээж байна.
000649.wav|Энэ өглөө би цонхоороо шувуудын жиргээг
000650.wav|Энэ өглөө би цонхоороо шувуудын жиргээг сонсон
000651.wav|энэ өдрийнхөө бүх ажлыг амжилттай дуусгах эрч хүч авсан
000652.wav|Би өчигдөр гэрийнхээ тавилгыг цэгцэлж байхдаа хэдэн жилийн өмнө ашиглаж байсан
000653.wav|тэр үед бичиж байсан тэмдэглэлээ уншаад инээд хүрсэн.
000654.wav|Өнөөдөр би гадаа гарч байгальд алхахдаа өөрийн амьдралдаа юуг илүү их анхаарч, юунд баярлах ёстойгоо илүү сайн ойлголоо.
000655.wav|Өнгөрсөн амралтын өдөр гэр бүлээрээ цуглан тэдний дунд байхад амьдралын хамгийн аз жаргалтай мөчүүд
000656.wav|Өчигдөр би ажлаа дуусгаад оройн хоол хийж
000657.wav|гэр бүлтэйгээ цагийг өнгөрөөхдөө

https://we.tl/t-8geOCSRtqi